ORF	KEGGID	Pathway
YBL033C	1100	Metabolic pathways
YBL027W	3010	Ribosome
YBL026W	3018	RNA degradation
YBL026W	3040	Spliceosome
YBL023C	3030	DNA replication
YBL023C	4111	Cell cycle - yeast
YBL023C	4113	Meiosis - yeast
YBL020W	510	N-Glycan biosynthesis
YBL019W	3410	Base excision repair
YBL018C	3008	Ribosome biogenesis in eukaryotes
YBL018C	3013	RNA transport
YBL016W	4011	MAPK signaling pathway - yeast
YBL016W	4111	Cell cycle - yeast
YBL015W	620	Pyruvate metabolism
tI(AAU)B	970	Aminoacyl-tRNA biosynthesis
tG(GCC)B	970	Aminoacyl-tRNA biosynthesis
YBL013W	670	One carbon pool by folate
YBL013W	970	Aminoacyl-tRNA biosynthesis
YBL011W	561	Glycerolipid metabolism
YBL011W	564	Glycerophospholipid metabolism
YBL011W	1100	Metabolic pathways
tS(AGA)B	970	Aminoacyl-tRNA biosynthesis
YBR001C	500	Starch and sucrose metabolism
YBR002C	900	Terpenoid backbone biosynthesis
YBR002C	1110	Biosynthesis of secondary metabolites
YBR003W	900	Terpenoid backbone biosynthesis
YBR003W	1110	Biosynthesis of secondary metabolites
YBR004C	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YBR004C	1100	Metabolic pathways
YBR006W	250	Alanine, aspartate and glutamate metabolism
YBR006W	350	Tyrosine metabolism
YBR006W	650	Butanoate metabolism
YBR006W	1100	Metabolic pathways
YBR011C	190	Oxidative phosphorylation
tT(AGU)B	970	Aminoacyl-tRNA biosynthesis
YBR015C	513	Various types of N-glycan biosynthesis
YBR015C	1100	Metabolic pathways
YBR018C	52	Galactose metabolism
YBR018C	520	Amino sugar and nucleotide sugar metabolism
YBR018C	1100	Metabolic pathways
YBR019C	10	Glycolysis / Gluconeogenesis
YBR019C	52	Galactose metabolism
YBR019C	520	Amino sugar and nucleotide sugar metabolism
YBR019C	1100	Metabolic pathways
YBR019C	1110	Biosynthesis of secondary metabolites
YBR020W	52	Galactose metabolism
YBR020W	520	Amino sugar and nucleotide sugar metabolism
YBR020W	1100	Metabolic pathways
YBR023C	520	Amino sugar and nucleotide sugar metabolism
YBR026C	62	Fatty acid elongation
YBR026C	1100	Metabolic pathways
YBR029C	564	Glycerophospholipid metabolism
YBR029C	1100	Metabolic pathways
YBR029C	4070	Phosphatidylinositol signaling system
YBR031W	3010	Ribosome
YBR035C	750	Vitamin B6 metabolism
YBR035C	1100	Metabolic pathways
YBR038W	520	Amino sugar and nucleotide sugar metabolism
YBR039W	190	Oxidative phosphorylation
YBR039W	1100	Metabolic pathways
tV(UAC)B	970	Aminoacyl-tRNA biosynthesis
YBR045C	4113	Meiosis - yeast
YBR048W	3010	Ribosome
YBR055C	3040	Spliceosome
tL(UAA)B2	970	Aminoacyl-tRNA biosynthesis
tQ(UUG)B	970	Aminoacyl-tRNA biosynthesis
YBR060C	4111	Cell cycle - yeast
YBR060C	4113	Meiosis - yeast
YBR065C	3040	Spliceosome
YBR070C	510	N-Glycan biosynthesis
YBR070C	513	Various types of N-glycan biosynthesis
YBR070C	1100	Metabolic pathways
YBR072W	4141	Protein processing in endoplasmic reticulum
YBR073W	3440	Homologous recombination
YBR079C	3013	RNA transport
tR(UCU)B	970	Aminoacyl-tRNA biosynthesis
tD(GUC)B	970	Aminoacyl-tRNA biosynthesis
YBR082C	4120	Ubiquitin mediated proteolysis
YBR082C	4141	Protein processing in endoplasmic reticulum
YBR083W	4011	MAPK signaling pathway - yeast
YBR084W	670	One carbon pool by folate
YBR084W	1100	Metabolic pathways
YBR084C-A	3010	Ribosome
YBR087W	3030	DNA replication
YBR087W	3420	Nucleotide excision repair
YBR087W	3430	Mismatch repair
YBR088C	3030	DNA replication
YBR088C	3410	Base excision repair
YBR088C	3420	Nucleotide excision repair
YBR088C	3430	Mismatch repair
YBR092C	740	Riboflavin metabolism
YBR093C	740	Riboflavin metabolism
YBR093C	4111	Cell cycle - yeast
YBR097W	4140	Regulation of autophagy
YBR109C	4070	Phosphatidylinositol signaling system
YBR110W	510	N-Glycan biosynthesis
YBR110W	513	Various types of N-glycan biosynthesis
YBR110W	1100	Metabolic pathways
YBR111C	230	Purine metabolism
YBR112C	4111	Cell cycle - yeast
YBR115C	300	Lysine biosynthesis
YBR115C	310	Lysine degradation
YBR115C	1100	Metabolic pathways
YBR115C	1110	Biosynthesis of secondary metabolites
YBR117C	30	Pentose phosphate pathway
YBR117C	1100	Metabolic pathways
YBR117C	1110	Biosynthesis of secondary metabolites
YBR118W	3013	RNA transport
YBR121C	970	Aminoacyl-tRNA biosynthesis
YBR126C	500	Starch and sucrose metabolism
YBR127C	190	Oxidative phosphorylation
YBR127C	1100	Metabolic pathways
YBR127C	4145	Phagosome
YBR128C	4140	Regulation of autophagy
YBR133C	3013	RNA transport
YBR133C	4111	Cell cycle - yeast
YBR135W	4111	Cell cycle - yeast
YBR136W	4111	Cell cycle - yeast
YBR136W	4113	Meiosis - yeast
YBR143C	3015	mRNA surveillance pathway
YBR145W	10	Glycolysis / Gluconeogenesis
YBR145W	71	Fatty acid degradation
YBR145W	350	Tyrosine metabolism
YBR145W	1100	Metabolic pathways
YBR145W	1110	Biosynthesis of secondary metabolites
YBR153W	740	Riboflavin metabolism
YBR153W	1100	Metabolic pathways
YBR154C	230	Purine metabolism
YBR154C	240	Pyrimidine metabolism
YBR154C	1100	Metabolic pathways
YBR154C	3020	RNA polymerase
YBR159W	1040	Biosynthesis of unsaturated fatty acids
YBR160W	4111	Cell cycle - yeast
YBR160W	4113	Meiosis - yeast
YBR166C	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YBR166C	1100	Metabolic pathways
YBR166C	1110	Biosynthesis of secondary metabolites
YBR167C	3008	Ribosome biogenesis in eukaryotes
YBR167C	3013	RNA transport
YBR169C	4141	Protein processing in endoplasmic reticulum
YBR170C	4141	Protein processing in endoplasmic reticulum
YBR173C	3050	Proteasome
YBR176W	770	Pantothenate and CoA biosynthesis
YBR176W	1100	Metabolic pathways
YBR176W	1110	Biosynthesis of secondary metabolites
YBR181C	3010	Ribosome
YBR183W	600	Sphingolipid metabolism
YBR183W	1100	Metabolic pathways
YBR189W	3010	Ribosome
YBR191W	3010	Ribosome
YBR196C	10	Glycolysis / Gluconeogenesis
YBR196C	30	Pentose phosphate pathway
YBR196C	500	Starch and sucrose metabolism
YBR196C	520	Amino sugar and nucleotide sugar metabolism
YBR196C	1100	Metabolic pathways
YBR196C	1110	Biosynthesis of secondary metabolites
YBR198C	3022	Basal transcription factors
YBR200W	4011	MAPK signaling pathway - yeast
YBR201W	4141	Protein processing in endoplasmic reticulum
YBR202W	3030	DNA replication
YBR202W	4111	Cell cycle - yeast
YBR202W	4113	Meiosis - yeast
YBR205W	514	Other types of O-glycan biosynthesis
YBR208C	330	Arginine and proline metabolism
YBR208C	1100	Metabolic pathways
tC(GCA)B	970	Aminoacyl-tRNA biosynthesis
tE(UUC)B	970	Aminoacyl-tRNA biosynthesis
YBR213W	860	Porphyrin and chlorophyll metabolism
YBR213W	1100	Metabolic pathways
YBR213W	1110	Biosynthesis of secondary metabolites
YBR217W	4140	Regulation of autophagy
YBR218C	20	Citrate cycle (TCA cycle)
YBR218C	620	Pyruvate metabolism
YBR218C	1100	Metabolic pathways
YBR221C	10	Glycolysis / Gluconeogenesis
YBR221C	20	Citrate cycle (TCA cycle)
YBR221C	290	Valine, leucine and isoleucine biosynthesis
YBR221C	620	Pyruvate metabolism
YBR221C	650	Butanoate metabolism
YBR221C	1100	Metabolic pathways
YBR221C	1110	Biosynthesis of secondary metabolites
YBR229C	510	N-Glycan biosynthesis
YBR229C	1100	Metabolic pathways
YBR229C	4141	Protein processing in endoplasmic reticulum
YBR236C	3015	mRNA surveillance pathway
YBR237W	3040	Spliceosome
YBR243C	510	N-Glycan biosynthesis
YBR243C	1100	Metabolic pathways
YBR244W	480	Glutathione metabolism
YBR244W	590	Arachidonic acid metabolism
YBR248C	340	Histidine metabolism
YBR248C	1100	Metabolic pathways
YBR248C	1110	Biosynthesis of secondary metabolites
YBR249C	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YBR249C	1100	Metabolic pathways
YBR249C	1110	Biosynthesis of secondary metabolites
YBR251W	3010	Ribosome
YBR252W	240	Pyrimidine metabolism
YBR252W	1100	Metabolic pathways
YBR256C	740	Riboflavin metabolism
YBR256C	1100	Metabolic pathways
YBR257W	3008	Ribosome biogenesis in eukaryotes
YBR257W	3013	RNA transport
YBR263W	260	Glycine, serine and threonine metabolism
YBR263W	460	Cyanoamino acid metabolism
YBR263W	670	One carbon pool by folate
YBR263W	680	Methane metabolism
YBR263W	1100	Metabolic pathways
YBR263W	1110	Biosynthesis of secondary metabolites
YBR265W	600	Sphingolipid metabolism
YBR265W	1100	Metabolic pathways
YBR274W	4111	Cell cycle - yeast
YBR274W	4113	Meiosis - yeast
YBR278W	230	Purine metabolism
YBR278W	240	Pyrimidine metabolism
YBR278W	1100	Metabolic pathways
YBR278W	3030	DNA replication
YBR278W	3410	Base excision repair
YBR278W	3420	Nucleotide excision repair
YBR283C	3060	Protein export
YBR283C	4141	Protein processing in endoplasmic reticulum
YBR283C	4145	Phagosome
YBR299W	52	Galactose metabolism
YBR299W	500	Starch and sucrose metabolism
YBR299W	1100	Metabolic pathways
YCL067C	4113	Meiosis - yeast
YCL064C	260	Glycine, serine and threonine metabolism
YCL064C	270	Cysteine and methionine metabolism
YCL064C	290	Valine, leucine and isoleucine biosynthesis
YCL064C	1100	Metabolic pathways
YCL064C	1110	Biosynthesis of secondary metabolites
YCL061C	4111	Cell cycle - yeast
YCL054W	340	Histidine metabolism
YCL054W	350	Tyrosine metabolism
YCL052C	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YCL052C	1100	Metabolic pathways
YCL050C	230	Purine metabolism
YCL050C	920	Sulfur metabolism
YCL050C	1100	Metabolic pathways
YCL043C	4141	Protein processing in endoplasmic reticulum
YCL040W	10	Glycolysis / Gluconeogenesis
YCL040W	51	Fructose and mannose metabolism
YCL040W	52	Galactose metabolism
YCL040W	500	Starch and sucrose metabolism
YCL040W	520	Amino sugar and nucleotide sugar metabolism
YCL040W	1100	Metabolic pathways
YCL040W	1110	Biosynthesis of secondary metabolites
YCL031C	3008	Ribosome biogenesis in eukaryotes
YCL030C	340	Histidine metabolism
YCL030C	1100	Metabolic pathways
YCL030C	1110	Biosynthesis of secondary metabolites
YCL027W	4011	MAPK signaling pathway - yeast
tE(UUC)C	970	Aminoacyl-tRNA biosynthesis
tL(CAA)C	970	Aminoacyl-tRNA biosynthesis
YCL018W	290	Valine, leucine and isoleucine biosynthesis
YCL018W	1100	Metabolic pathways
YCL018W	1110	Biosynthesis of secondary metabolites
YCL017C	730	Thiamine metabolism
YCL017C	4122	Sulfur relay system
YCL009C	290	Valine, leucine and isoleucine biosynthesis
YCL009C	650	Butanoate metabolism
YCL009C	770	Pantothenate and CoA biosynthesis
YCL009C	1100	Metabolic pathways
YCL009C	1110	Biosynthesis of secondary metabolites
YCL008C	4144	Endocytosis
YCL004W	564	Glycerophospholipid metabolism
YCL004W	1100	Metabolic pathways
YCR005C	20	Citrate cycle (TCA cycle)
YCR005C	630	Glyoxylate and dicarboxylate metabolism
YCR005C	1100	Metabolic pathways
YCR005C	1110	Biosynthesis of secondary metabolites
tP(AGG)C	970	Aminoacyl-tRNA biosynthesis
tN(GUU)C	970	Aminoacyl-tRNA biosynthesis
YCR012W	10	Glycolysis / Gluconeogenesis
YCR012W	1100	Metabolic pathways
YCR012W	1110	Biosynthesis of secondary metabolites
YCR014C	3450	Non-homologous end-joining
tG(GCC)C	970	Aminoacyl-tRNA biosynthesis
tM(CAU)C	970	Aminoacyl-tRNA biosynthesis
tK(CUU)C	970	Aminoacyl-tRNA biosynthesis
YCR024C	970	Aminoacyl-tRNA biosynthesis
tQ(UUG)C	970	Aminoacyl-tRNA biosynthesis
YCR031C	3010	Ribosome
YCR034W	1040	Biosynthesis of unsaturated fatty acids
YCR035C	3018	RNA degradation
YCR036W	30	Pentose phosphate pathway
YCR039C	4113	Meiosis - yeast
YCR042C	3022	Basal transcription factors
YCR048W	100	Steroid biosynthesis
YCR053W	260	Glycine, serine and threonine metabolism
YCR053W	750	Vitamin B6 metabolism
YCR053W	1100	Metabolic pathways
YCR057C	3008	Ribosome biogenesis in eukaryotes
tS(CGA)C	970	Aminoacyl-tRNA biosynthesis
YCR063W	3040	Spliceosome
YCR073C	4011	MAPK signaling pathway - yeast
YCR073W-A	30	Pentose phosphate pathway
YCR073W-A	1100	Metabolic pathways
YCR073W-A	1110	Biosynthesis of secondary metabolites
YCR077C	3018	RNA degradation
YCR084C	4111	Cell cycle - yeast
YCR092C	3430	Mismatch repair
YCR093W	3018	RNA degradation
YCR096C	4113	Meiosis - yeast
YCR097W	4113	Meiosis - yeast
tT(AGU)C	970	Aminoacyl-tRNA biosynthesis
YCR105W	10	Glycolysis / Gluconeogenesis
YCR105W	561	Glycerolipid metabolism
YCR105W	1100	Metabolic pathways
YCR105W	1110	Biosynthesis of secondary metabolites
YCR107W	51	Fructose and mannose metabolism
YCR107W	650	Butanoate metabolism
YCR107W	1100	Metabolic pathways
YDL246C	51	Fructose and mannose metabolism
YDL246C	1100	Metabolic pathways
YDL245C	4113	Meiosis - yeast
YDL243C	51	Fructose and mannose metabolism
YDL243C	650	Butanoate metabolism
YDL243C	1100	Metabolic pathways
YDL238C	230	Purine metabolism
YDL238C	1100	Metabolic pathways
YDL235C	4011	MAPK signaling pathway - yeast
YDL232W	510	N-Glycan biosynthesis
YDL232W	513	Various types of N-glycan biosynthesis
YDL232W	1100	Metabolic pathways
YDL232W	4141	Protein processing in endoplasmic reticulum
YDL226C	4144	Endocytosis
YDL215C	250	Alanine, aspartate and glutamate metabolism
YDL215C	330	Arginine and proline metabolism
YDL215C	910	Nitrogen metabolism
YDL215C	1100	Metabolic pathways
tG(GCC)D1	970	Aminoacyl-tRNA biosynthesis
YDL208W	3008	Ribosome biogenesis in eukaryotes
YDL205C	860	Porphyrin and chlorophyll metabolism
YDL205C	1100	Metabolic pathways
YDL205C	1110	Biosynthesis of secondary metabolites
YDL195W	4141	Protein processing in endoplasmic reticulum
YDL194W	4113	Meiosis - yeast
YDL191W	3010	Ribosome
YDL190C	4120	Ubiquitin mediated proteolysis
YDL190C	4141	Protein processing in endoplasmic reticulum
YDL188C	3015	mRNA surveillance pathway
YDL188C	4111	Cell cycle - yeast
YDL188C	4113	Meiosis - yeast
YDL185W	190	Oxidative phosphorylation
YDL185W	1100	Metabolic pathways
YDL185W	4145	Phagosome
YDL184C	3010	Ribosome
YDL182W	300	Lysine biosynthesis
YDL182W	620	Pyruvate metabolism
YDL182W	1100	Metabolic pathways
YDL175C	3018	RNA degradation
YDL174C	620	Pyruvate metabolism
YDL171C	250	Alanine, aspartate and glutamate metabolism
YDL171C	910	Nitrogen metabolism
YDL171C	1100	Metabolic pathways
YDL171C	1110	Biosynthesis of secondary metabolites
YDL168W	10	Glycolysis / Gluconeogenesis
YDL168W	71	Fatty acid degradation
YDL168W	350	Tyrosine metabolism
YDL168W	680	Methane metabolism
YDL168W	1100	Metabolic pathways
YDL168W	1110	Biosynthesis of secondary metabolites
YDL166C	3008	Ribosome biogenesis in eukaryotes
YDL166C	3022	Basal transcription factors
YDL165W	3018	RNA degradation
YDL164C	3030	DNA replication
YDL164C	3410	Base excision repair
YDL164C	3420	Nucleotide excision repair
YDL164C	3430	Mismatch repair
YDL160C	3018	RNA degradation
YDL159W	4011	MAPK signaling pathway - yeast
YDL155W	4111	Cell cycle - yeast
YDL155W	4113	Meiosis - yeast
YDL150W	230	Purine metabolism
YDL150W	240	Pyrimidine metabolism
YDL150W	1100	Metabolic pathways
YDL150W	3020	RNA polymerase
YDL147W	3050	Proteasome
YDL142C	564	Glycerophospholipid metabolism
YDL142C	1100	Metabolic pathways
YDL141W	780	Biotin metabolism
YDL141W	1100	Metabolic pathways
YDL140C	230	Purine metabolism
YDL140C	240	Pyrimidine metabolism
YDL140C	1100	Metabolic pathways
YDL140C	3020	RNA polymerase
YDL138W	4113	Meiosis - yeast
YDL136W	3010	Ribosome
YDL134C	3015	mRNA surveillance pathway
YDL134C	4111	Cell cycle - yeast
YDL134C	4113	Meiosis - yeast
YDL133C-A	3010	Ribosome
YDL132W	4111	Cell cycle - yeast
YDL132W	4120	Ubiquitin mediated proteolysis
YDL132W	4141	Protein processing in endoplasmic reticulum
YDL131W	300	Lysine biosynthesis
YDL131W	620	Pyruvate metabolism
YDL131W	1100	Metabolic pathways
YDL130W	3010	Ribosome
YDL127W	4111	Cell cycle - yeast
YDL126C	4141	Protein processing in endoplasmic reticulum
YDL116W	3013	RNA transport
YDL111C	3018	RNA degradation
YDL108W	3420	Nucleotide excision repair
YDL106C	4111	Cell cycle - yeast
YDL103C	520	Amino sugar and nucleotide sugar metabolism
YDL103C	1100	Metabolic pathways
YDL102W	230	Purine metabolism
YDL102W	240	Pyrimidine metabolism
YDL102W	1100	Metabolic pathways
YDL102W	3030	DNA replication
YDL102W	3410	Base excision repair
YDL102W	3420	Nucleotide excision repair
YDL102W	3430	Mismatch repair
YDL102W	3440	Homologous recombination
YDL101C	4111	Cell cycle - yeast
YDL098C	3040	Spliceosome
YDL097C	3050	Proteasome
YDL095W	514	Other types of O-glycan biosynthesis
YDL093W	514	Other types of O-glycan biosynthesis
YDL092W	3060	Protein export
YDL086W	1100	Metabolic pathways
YDL085W	190	Oxidative phosphorylation
YDL084W	3013	RNA transport
YDL084W	3015	mRNA surveillance pathway
YDL084W	3040	Spliceosome
YDL083C	3010	Ribosome
YDL082W	3010	Ribosome
YDL081C	3010	Ribosome
YDL080C	10	Glycolysis / Gluconeogenesis
YDL080C	1100	Metabolic pathways
YDL080C	1110	Biosynthesis of secondary metabolites
YDL078C	20	Citrate cycle (TCA cycle)
YDL078C	620	Pyruvate metabolism
YDL078C	630	Glyoxylate and dicarboxylate metabolism
YDL078C	1100	Metabolic pathways
YDL078C	1110	Biosynthesis of secondary metabolites
YDL075W	3010	Ribosome
YDL072C	4141	Protein processing in endoplasmic reticulum
YDL067C	190	Oxidative phosphorylation
YDL067C	1100	Metabolic pathways
YDL066W	20	Citrate cycle (TCA cycle)
YDL066W	480	Glutathione metabolism
YDL066W	1100	Metabolic pathways
YDL066W	1110	Biosynthesis of secondary metabolites
YDL066W	4146	Peroxisome
YDL065C	4146	Peroxisome
YDL064W	3013	RNA transport
YDL064W	4120	Ubiquitin mediated proteolysis
YDL061C	3010	Ribosome
YDL059C	3440	Homologous recombination
YDL056W	4111	Cell cycle - yeast
YDL055C	51	Fructose and mannose metabolism
YDL055C	520	Amino sugar and nucleotide sugar metabolism
YDL055C	1100	Metabolic pathways
YDL055C	1110	Biosynthesis of secondary metabolites
tK(UUU)D	970	Aminoacyl-tRNA biosynthesis
YDL052C	561	Glycerolipid metabolism
YDL052C	564	Glycerophospholipid metabolism
YDL052C	1100	Metabolic pathways
YDL045C	740	Riboflavin metabolism
YDL045C	1100	Metabolic pathways
YDL043C	3040	Spliceosome
YDL037C	500	Starch and sucrose metabolism
YDL037C	1100	Metabolic pathways
YDL035C	4113	Meiosis - yeast
YDL033C	4122	Sulfur relay system
YDL030W	3040	Spliceosome
YDL028C	4111	Cell cycle - yeast
YDL024C	740	Riboflavin metabolism
tA(AGC)D	970	Aminoacyl-tRNA biosynthesis
YDL022W	564	Glycerophospholipid metabolism
YDL021W	10	Glycolysis / Gluconeogenesis
YDL021W	680	Methane metabolism
YDL021W	1100	Metabolic pathways
YDL021W	1110	Biosynthesis of secondary metabolites
YDL017W	4111	Cell cycle - yeast
YDL017W	4113	Meiosis - yeast
YDL015C	1040	Biosynthesis of unsaturated fatty acids
YDL014W	3008	Ribosome biogenesis in eukaryotes
YDL008W	4111	Cell cycle - yeast
YDL008W	4113	Meiosis - yeast
YDL008W	4120	Ubiquitin mediated proteolysis
tT(AGU)D	970	Aminoacyl-tRNA biosynthesis
tS(AGA)D1	970	Aminoacyl-tRNA biosynthesis
YDL007W	3050	Proteasome
YDL004W	190	Oxidative phosphorylation
YDL004W	1100	Metabolic pathways
YDL003W	4111	Cell cycle - yeast
YDR001C	500	Starch and sucrose metabolism
YDR004W	3440	Homologous recombination
YDR007W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YDR007W	1100	Metabolic pathways
YDR007W	1110	Biosynthesis of secondary metabolites
YDR009W	52	Galactose metabolism
YDR009W	520	Amino sugar and nucleotide sugar metabolism
YDR009W	1100	Metabolic pathways
YDR011W	2010	ABC transporters
YDR012W	3010	Ribosome
YDR019C	260	Glycine, serine and threonine metabolism
YDR019C	670	One carbon pool by folate
YDR019C	910	Nitrogen metabolism
YDR019C	1100	Metabolic pathways
YDR021W	3013	RNA transport
YDR021W	3015	mRNA surveillance pathway
YDR021W	3040	Spliceosome
tV(UAC)D	970	Aminoacyl-tRNA biosynthesis
YDR023W	970	Aminoacyl-tRNA biosynthesis
YDR025W	3010	Ribosome
YDR030C	3420	Nucleotide excision repair
YDR030C	4120	Ubiquitin mediated proteolysis
tL(UAA)D	970	Aminoacyl-tRNA biosynthesis
tQ(UUG)D1	970	Aminoacyl-tRNA biosynthesis
YDR035W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YDR035W	1100	Metabolic pathways
YDR035W	1110	Biosynthesis of secondary metabolites
YDR037W	970	Aminoacyl-tRNA biosynthesis
YDR044W	860	Porphyrin and chlorophyll metabolism
YDR044W	1100	Metabolic pathways
YDR044W	1110	Biosynthesis of secondary metabolites
YDR045C	230	Purine metabolism
YDR045C	240	Pyrimidine metabolism
YDR045C	1100	Metabolic pathways
YDR045C	3020	RNA polymerase
YDR047W	860	Porphyrin and chlorophyll metabolism
YDR047W	1100	Metabolic pathways
YDR047W	1110	Biosynthesis of secondary metabolites
YDR050C	10	Glycolysis / Gluconeogenesis
YDR050C	51	Fructose and mannose metabolism
YDR050C	562	Inositol phosphate metabolism
YDR050C	1100	Metabolic pathways
YDR050C	1110	Biosynthesis of secondary metabolites
YDR052C	4111	Cell cycle - yeast
YDR052C	4113	Meiosis - yeast
YDR054C	4120	Ubiquitin mediated proteolysis
YDR057W	4141	Protein processing in endoplasmic reticulum
YDR058C	561	Glycerolipid metabolism
YDR058C	1100	Metabolic pathways
tR(UCU)D	970	Aminoacyl-tRNA biosynthesis
tD(GUC)D	970	Aminoacyl-tRNA biosynthesis
YDR059C	4120	Ubiquitin mediated proteolysis
YDR059C	4141	Protein processing in endoplasmic reticulum
YDR062W	600	Sphingolipid metabolism
YDR062W	1100	Metabolic pathways
YDR064W	3010	Ribosome
YDR069C	4144	Endocytosis
YDR074W	500	Starch and sucrose metabolism
YDR076W	3440	Homologous recombination
YDR079C-A	3420	Nucleotide excision repair
YDR086C	3060	Protein export
YDR086C	4141	Protein processing in endoplasmic reticulum
YDR086C	4145	Phagosome
YDR088C	3040	Spliceosome
tR(ACG)D	970	Aminoacyl-tRNA biosynthesis
YDR092W	4120	Ubiquitin mediated proteolysis
YDR097C	3430	Mismatch repair
tQ(UUG)D2	970	Aminoacyl-tRNA biosynthesis
YDR103W	4011	MAPK signaling pathway - yeast
tI(AAU)D	970	Aminoacyl-tRNA biosynthesis
YDR110W	4111	Cell cycle - yeast
YDR111C	250	Alanine, aspartate and glutamate metabolism
YDR111C	1100	Metabolic pathways
YDR113C	4111	Cell cycle - yeast
YDR113C	4113	Meiosis - yeast
YDR118W	4111	Cell cycle - yeast
YDR118W	4113	Meiosis - yeast
YDR118W	4120	Ubiquitin mediated proteolysis
YDR121W	230	Purine metabolism
YDR121W	240	Pyrimidine metabolism
YDR121W	1100	Metabolic pathways
YDR121W	3030	DNA replication
YDR121W	3410	Base excision repair
YDR121W	3420	Nucleotide excision repair
YDR127W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YDR127W	1100	Metabolic pathways
YDR127W	1110	Biosynthesis of secondary metabolites
YDR142C	4146	Peroxisome
YDR145W	3022	Basal transcription factors
YDR146C	4111	Cell cycle - yeast
YDR147W	564	Glycerophospholipid metabolism
YDR147W	1100	Metabolic pathways
YDR148C	20	Citrate cycle (TCA cycle)
YDR148C	310	Lysine degradation
YDR148C	1100	Metabolic pathways
YDR148C	1110	Biosynthesis of secondary metabolites
YDR156W	230	Purine metabolism
YDR156W	240	Pyrimidine metabolism
YDR156W	1100	Metabolic pathways
YDR156W	3020	RNA polymerase
YDR158W	260	Glycine, serine and threonine metabolism
YDR158W	270	Cysteine and methionine metabolism
YDR158W	300	Lysine biosynthesis
YDR158W	1100	Metabolic pathways
YDR158W	1110	Biosynthesis of secondary metabolites
YDR163W	3040	Spliceosome
YDR167W	3022	Basal transcription factors
tQ(UUG)D3	970	Aminoacyl-tRNA biosynthesis
YDR171W	4141	Protein processing in endoplasmic reticulum
YDR172W	3015	mRNA surveillance pathway
YDR173C	562	Inositol phosphate metabolism
YDR177W	4120	Ubiquitin mediated proteolysis
YDR178W	20	Citrate cycle (TCA cycle)
YDR178W	190	Oxidative phosphorylation
YDR178W	1100	Metabolic pathways
YDR178W	1110	Biosynthesis of secondary metabolites
YDR180W	4111	Cell cycle - yeast
YDR196C	770	Pantothenate and CoA biosynthesis
YDR196C	1100	Metabolic pathways
YDR207C	4113	Meiosis - yeast
YDR208W	562	Inositol phosphate metabolism
YDR208W	1100	Metabolic pathways
YDR208W	4070	Phosphatidylinositol signaling system
YDR208W	4144	Endocytosis
tI(UAU)D	970	Aminoacyl-tRNA biosynthesis
YDR211W	3013	RNA transport
YDR217C	4111	Cell cycle - yeast
YDR217C	4113	Meiosis - yeast
YDR226W	230	Purine metabolism
YDR226W	1100	Metabolic pathways
YDR226W	1110	Biosynthesis of secondary metabolites
YDR228C	3015	mRNA surveillance pathway
YDR232W	260	Glycine, serine and threonine metabolism
YDR232W	860	Porphyrin and chlorophyll metabolism
YDR232W	1100	Metabolic pathways
YDR234W	300	Lysine biosynthesis
YDR234W	1100	Metabolic pathways
YDR236C	740	Riboflavin metabolism
YDR236C	1100	Metabolic pathways
tY(GUA)D	970	Aminoacyl-tRNA biosynthesis
YDR242W	330	Arginine and proline metabolism
YDR242W	360	Phenylalanine metabolism
YDR242W	380	Tryptophan metabolism
YDR242W	460	Cyanoamino acid metabolism
YDR243C	3040	Spliceosome
YDR244W	4146	Peroxisome
YDR245W	513	Various types of N-glycan biosynthesis
YDR245W	1100	Metabolic pathways
YDR248C	30	Pentose phosphate pathway
YDR248C	1100	Metabolic pathways
YDR248C	1110	Biosynthesis of secondary metabolites
YDR256C	380	Tryptophan metabolism
YDR256C	680	Methane metabolism
YDR256C	1100	Metabolic pathways
YDR256C	4146	Peroxisome
YDR260C	4111	Cell cycle - yeast
YDR260C	4113	Meiosis - yeast
YDR260C	4120	Ubiquitin mediated proteolysis
YDR261C	500	Starch and sucrose metabolism
tS(AGA)D2	970	Aminoacyl-tRNA biosynthesis
tG(GCC)D2	970	Aminoacyl-tRNA biosynthesis
YDR265W	4146	Peroxisome
YDR268W	380	Tryptophan metabolism
YDR268W	970	Aminoacyl-tRNA biosynthesis
YDR272W	620	Pyruvate metabolism
tE(CUC)D	970	Aminoacyl-tRNA biosynthesis
YDR280W	3018	RNA degradation
YDR283C	4141	Protein processing in endoplasmic reticulum
YDR285W	4113	Meiosis - yeast
YDR287W	562	Inositol phosphate metabolism
YDR287W	1100	Metabolic pathways
YDR287W	1110	Biosynthesis of secondary metabolites
YDR287W	4070	Phosphatidylinositol signaling system
YDR292C	3060	Protein export
YDR294C	600	Sphingolipid metabolism
YDR294C	1100	Metabolic pathways
YDR297W	600	Sphingolipid metabolism
YDR297W	1100	Metabolic pathways
YDR298C	190	Oxidative phosphorylation
